Date,Open,High,Low,Close,Adj Close,Volume
2023-07-26,748.900024,751.400024,744.200012,749.000000,748.854797,1986824
2023-07-27,749.400024,752.400024,747.909973,750.900024,750.754456,1513243
2023-07-28,750.400024,753.200012,749.599976,750.700012,750.554443,1267068
2023-07-31,750.200012,753.901001,748.239990,751.400024,751.254333,1927964
2023-08-01,750.500000,753.099976,746.666016,748.500000,748.354858,1887330
2023-08-02,741.299988,742.719971,734.000000,738.200012,738.056885,2037160
2023-08-03,733.799988,737.010010,726.906006,735.599976,735.457336,3444345
2023-08-04,736.599976,740.000000,732.299988,739.599976,739.456604,1181606
2023-08-07,737.099976,739.000000,733.755981,738.500000,738.356812,1820977
2023-08-08,734.299988,738.393982,731.989990,735.799988,735.657349,1242496
2023-08-09,740.200012,743.000000,738.700012,741.900024,741.756165,1676917
2023-08-10,746.200012,748.299988,743.700012,747.900024,747.755005,2789167
2023-08-11,743.799988,744.700012,737.004028,738.700012,738.556763,2082390
2023-08-14,737.400024,739.294006,733.914978,736.900024,736.757202,957223
2023-08-15,736.099976,736.599976,723.403992,725.400024,725.259399,2584673
2023-08-16,723.400024,726.200012,720.403992,722.400024,722.259949,1688310
2023-08-17,717.599976,722.596008,717.599976,718.299988,718.160706,1801459
2023-08-18,715.000000,720.000000,709.239990,714.000000,713.861572,2754851
2023-08-21,713.700012,719.195984,712.700012,713.799988,713.661560,1851121
2023-08-22,715.099976,718.703979,713.703979,714.599976,714.461426,2126640
2023-08-23,715.799988,722.588013,715.599976,719.900024,719.760437,1296591
2023-08-24,724.700012,726.799988,721.002014,721.799988,721.660034,1770181
2023-08-25,721.900024,727.500000,721.099976,722.299988,722.159973,2302358
2023-08-29,729.900024,735.400024,727.973022,734.900024,734.757507,2548855
2023-08-30,737.500000,739.299988,734.799988,735.799988,735.657349,1119805
2023-08-31,735.000000,739.195984,733.000000,733.000000,732.857910,1887594
2023-09-01,735.500000,738.500000,734.299988,735.900024,735.757324,1144975
2023-09-04,739.400024,741.520020,733.859985,734.500000,734.357605,1261280
2023-09-05,729.400024,737.140015,728.099976,733.099976,732.957886,1988395
2023-09-06,728.099976,733.400024,726.099976,731.299988,731.158203,2209453
2023-09-07,727.200012,735.000000,727.200012,733.000000,732.857910,2996646
2023-09-08,734.099976,736.799988,728.806030,736.500000,736.357178,2047782
2023-09-11,738.700012,743.500000,735.400024,738.700012,738.556763,3350432
2023-09-12,740.299988,743.799988,739.299988,741.799988,741.656189,1774150
2023-09-13,741.099976,743.400024,737.900024,741.400024,741.256287,3063734
2023-09-14,735.599976,749.099976,732.900024,747.400024,747.339417,3173994
2023-09-15,750.900024,755.049988,750.700012,750.799988,750.739075,3674334
2023-09-18,750.400024,751.400024,743.966980,745.400024,745.339539,4939541
2023-09-19,744.400024,747.895996,743.700012,745.900024,745.839539,1321770
2023-09-20,748.200012,754.000000,748.000000,752.900024,752.838928,4234306
2023-09-21,747.700012,754.200012,747.299988,747.599976,747.539307,3318433
2023-09-22,744.400024,753.195984,743.299988,747.799988,747.739319,3331392
2023-09-25,745.599976,747.900024,738.400024,743.400024,743.339722,6647331
2023-09-26,740.200012,746.200012,739.299988,742.900024,742.839783,3504892
2023-09-27,742.599976,745.122009,738.299988,740.200012,740.139954,2481825
2023-09-28,741.400024,741.900024,733.799988,741.799988,741.739807,3674087
2023-09-29,743.900024,748.799988,742.000000,742.200012,742.139832,2708303
2023-10-02,743.299988,744.500000,730.875977,732.599976,732.540527,4474057
2023-10-03,731.400024,736.400024,728.700012,728.799988,728.740845,2988654
2023-10-04,725.799988,731.088013,720.697998,723.400024,723.341370,2379868
2023-10-05,724.799988,731.000000,723.169983,727.500000,727.440979,3223546
2023-10-06,730.000000,731.400024,724.325012,731.200012,731.140686,3970748
2023-10-09,732.200012,735.900024,729.000000,731.099976,731.040649,2806919
2023-10-10,736.900024,745.000000,735.299988,744.000000,743.939636,4639869
2023-10-11,743.099976,746.400024,742.000000,743.500000,743.439697,3892002
2023-10-12,747.400024,751.000000,745.789978,746.500000,746.439453,1813088
2023-10-13,746.599976,747.900024,741.000000,742.299988,742.239746,2864817
2023-10-16,744.799988,747.000000,740.500000,745.000000,744.939575,1593626
2023-10-17,745.000000,750.260010,741.500000,749.500000,749.439209,4042683
2023-10-18,749.299988,750.200012,740.200012,740.799988,740.739868,2408243
2023-10-19,737.000000,738.200012,731.924988,733.200012,733.140564,1658204
2023-10-20,729.299988,731.799988,722.500000,723.400024,723.341370,3485186
2023-10-23,722.000000,723.000000,717.000000,720.599976,720.541504,2333686
2023-10-24,720.000000,723.799988,715.700012,722.000000,721.941406,1776309
2023-10-25,721.500000,725.900024,720.000000,724.099976,724.041260,1812366
2023-10-26,720.299988,722.799988,717.599976,718.799988,718.741699,1521737
2023-10-27,719.900024,721.400024,711.500000,712.599976,712.542175,3736211
2023-10-30,718.599976,743.799988,713.299988,715.900024,715.841919,2157925
2023-10-31,716.500000,720.500000,714.359985,715.599976,715.541931,1218621
2023-11-01,718.400024,721.799988,713.900024,717.799988,717.741760,2974973
2023-11-02,723.000000,730.000000,721.200012,728.200012,728.140930,1791296
2023-11-03,730.799988,732.200012,722.945984,723.799988,723.741272,2901870
2023-11-06,725.299988,728.200012,723.500000,724.799988,724.741211,1878900
2023-11-07,723.400024,726.500000,722.900024,724.200012,724.141235,1304974
2023-11-08,722.299988,727.200012,721.700012,723.099976,723.041321,2576044
2023-11-09,725.000000,730.119995,720.849976,729.500000,729.440796,2808537
2023-11-10,725.299988,725.900024,715.900024,719.900024,719.841614,1957915
2023-11-13,723.099976,726.500000,722.320984,726.099976,726.041077,1003633
2023-11-14,726.900024,729.099976,722.400024,727.700012,727.640991,2992023
2023-11-15,732.299988,736.799988,730.900024,731.900024,731.840637,8537347
2023-11-16,724.419983,724.419983,724.419983,724.419983,724.361206,0
2023-11-17,728.500000,735.299988,727.500000,734.900024,734.840393,2916268
2023-11-20,733.000000,735.000000,731.799988,734.000000,733.940430,2416099
2023-11-21,732.700012,733.799988,729.200012,732.500000,732.440552,3697649
2023-11-22,734.400024,736.700012,729.622009,731.200012,731.140686,1742989
2023-11-23,733.099976,734.900024,730.369995,733.500000,733.440491,1967321
2023-11-24,732.400024,734.500000,730.200012,734.099976,734.040405,2439242
2023-11-27,732.500000,733.799988,730.200012,731.200012,731.140686,3835576
2023-11-28,729.099976,731.599976,725.348022,730.799988,730.740723,3121609
2023-11-29,728.500000,731.200012,725.700012,727.200012,727.140991,1847271
2023-11-30,727.900024,734.401978,723.900024,729.900024,729.840820,3641482
2023-12-01,732.799988,738.448975,731.700012,737.599976,737.540161,2308429
2023-12-04,733.000000,738.000000,732.299988,735.700012,735.640320,2918406
2023-12-05,731.500000,735.599976,729.799988,733.799988,733.740479,3342534
2023-12-06,735.700012,739.002014,733.400024,736.099976,736.040283,3174417
2023-12-07,734.299988,737.400024,732.200012,736.299988,736.240234,2650971
2023-12-08,738.000000,743.200012,736.099976,740.599976,740.539917,2339390
2023-12-11,739.299988,741.500000,735.000000,740.299988,740.239929,5719673
2023-12-12,743.200012,746.299988,740.200012,740.400024,740.339966,4023617
2023-12-13,739.700012,744.200012,739.700012,740.700012,740.639954,4752669
2023-12-14,746.700012,752.000000,734.599976,744.599976,744.599976,4722105
2023-12-15,745.700012,747.799988,737.200012,738.000000,738.000000,2517429
2023-12-18,736.799988,743.299988,735.599976,741.500000,741.500000,2536900
2023-12-19,741.700012,744.400024,740.400024,743.299988,743.299988,3896136
2023-12-20,751.000000,755.700012,747.205017,751.700012,751.700012,5964805
2023-12-21,748.599976,751.299988,746.799988,749.299988,749.299988,2914459
2023-12-22,748.000000,775.500000,745.599976,750.000000,750.000000,2511040
2023-12-27,753.299988,755.700012,750.000000,752.200012,752.200012,2040865
2023-12-28,752.599976,754.500000,725.900024,751.900024,751.900024,4989178
2023-12-29,752.200012,755.400024,749.500000,753.099976,753.099976,3395009
